user,duration,press_press_latency,release_press_latency,press_pressure,press_touch_major,press_touch_minor,press_x,press_y,press_x_acceleration,press_y_acceleration,press_z_acceleration,press_x_rotation,press_y_rotation,press_z_rotation,release_pressure,release_touch_major,release_touch_minor,release_x,release_y,release_x_acceleration,release_y_acceleration,release_z_acceleration,release_x_rotation,release_y_rotation,release_z_rotation
30,107.6363636,265.9,160.1,0.639772727,157.9713636,160.8837273,517.4545455,1452.363636,-0.408472727,7.441290909,5.602954545,0.419636364,0.052718182,0.055809091,0.621590909,155.0588182,155.0588182,517.0909091,1454.727273,-0.419290909,7.522427273,6.534536364,0.419990909,0.052336364,0.056145455
31,67.27272727,331.1,262.1,0.627272727,160.8837273,157.9713636,529.8181818,1455,-0.928518182,5.226009091,7.233636364,-0.008290909,0.297945455,0.939454545,0.521590909,128.8469091,128.8469091,534.4545455,1455.818182,-0.920263636,5.239718182,8.229418182,-0.008890909,0.298618182,0.939227273
31,55,275.8,221.1,0.636363636,157.9713636,163.7960909,517.2727273,1454.181818,-0.915654545,5.210518182,7.194590909,-0.001436364,0.295845455,0.939154545,0.543181818,143.4091818,143.4091818,527.8181818,1464.727273,-0.886109091,5.288754545,7.968490909,-0.0023,0.295790909,0.939609091
31,61.81818182,386.5,322.6,0.619318182,163.7960909,149.2340909,526.0909091,1458.181818,-0.907145455,5.272263636,7.1877,-0.006818182,0.302709091,0.936636364,0.545454545,128.8469091,128.8469091,528.7272727,1455.545455,-0.892063636,5.2876,8.128545455,-0.007263636,0.302654545,0.936763636
32,86.63636364,277.3,192.1,0.589772727,140.4967273,131.7593636,500.3636364,1452.636364,-0.113609091,6.026618182,6.830045455,0.222063636,-0.263454545,-0.750709091,0.576136364,128.8469091,128.8469091,500.1818182,1452.636364,-0.101427273,6.021927273,7.521681818,0.221018182,-0.263454545,-0.751436364
32,82.54545455,811.8,726.8,0.573863636,128.8469091,123.022,500.8181818,1442.818182,-0.101627273,6.148581818,6.727336364,0.222536364,-0.268609091,-0.751263636,0.565909091,123.022,123.022,500.6363636,1437.636364,-0.111545455,6.135727273,7.471136364,0.223236364,-0.268618182,-0.750136364
32,89.36363636,416.8,325.2,0.577272727,125.9344545,131.7593636,496.1818182,1441,-0.465590909,6.276927273,6.545918182,0.239745455,-0.265545455,-0.754654545,0.577272727,131.7593636,131.7593636,496.1818182,1441.818182,-0.465036364,6.336245455,7.350954545,0.238836364,-0.267045455,-0.754990909
33,87.90909091,328.7,241.1,0.588636364,131.7593636,134.6718182,482.7272727,1439.090909,-0.798709091,4.141281818,7.854854545,0.128845455,0.187318182,0.687027273,0.582954545,134.6718182,134.6718182,482.7272727,1441,-0.8044,4.179536364,8.626554545,0.128436364,0.187127273,0.686690909
33,89.54545455,323.6,232.6,0.592045455,134.6718182,140.4967273,487.2727273,1443.272727,-0.754990909,4.194163636,7.786245455,0.129081818,0.187427273,0.692581818,0.592045455,140.4967273,140.4967273,487.2727273,1444.636364,-0.736609091,4.202963636,8.705254545,0.129518182,0.188227273,0.693845455
33,88.54545455,340.4,253,0.606818182,146.3216364,146.3216364,476.3636364,1453.818182,-0.487318182,3.891518182,7.970618182,0.150790909,0.145781818,0.587209091,0.598863636,146.3216364,146.3216364,476.1818182,1451.818182,-0.443218182,3.919027273,8.873090909,0.150081818,0.146536364,0.587663636
34,77.54545455,452.8,374.3,0.567045455,140.4967273,123.0220091,529.7272727,1455.363636,-0.090572727,7.841909091,5.229145455,0.450454545,0.006645455,0.001763636,0.567045455,123.0220091,123.0220091,529.7272727,1460.181818,-0.0494,7.867081818,5.720690909,0.450954545,0.006245455,0.0019
34,66,346.3,280.5,0.555681818,120.1095545,123.022,518.9090909,1456.181818,0.029727273,8.323963636,4.577527273,0.487336364,-0.000118182,-0.001763636,0.551136364,123.022,123.022,518.8181818,1451.363636,0.069381818,8.333236364,5.044763636,0.488354545,-0.0023,-0.003254545
34,67.27272727,520.2,452,0.553409091,123.022,120.1095545,531.6363636,1483.090909,-0.130363636,8.223554545,4.723645455,0.482409091,0.010918182,0.007336364,0.553409091,120.1095545,120.1095545,531.6363636,1484.272727,-0.086736364,8.23,5.232854545,0.482627273,0.010554545,0.006918182
35,81.27272727,357.9,276,0.628409091,137.5841,163.7960909,562.2727273,1449.727273,-1.037027273,7.204954545,5.747581818,0.330736364,0.240781818,0.423954545,0.561363636,146.3215455,146.3215455,561.5454545,1448.727273,-1.2036,7.131963636,6.338772727,0.330309091,0.229418182,0.419545455
35,80.81818182,424.5,342.3,0.644318182,160.8837273,163.7960909,556.0909091,1447.363636,-1.1507,5.614163636,6.856109091,0.241545455,0.185,0.4231,0.595454545,152.1464545,152.1464545,555,1446.363636,-1.299354545,5.592809091,7.761863636,0.243054545,0.184645455,0.422563636
35,79.18181818,768.1,688.5,0.630681818,163.7960909,163.7960909,618.7272727,1431.818182,-0.976790909,7.154490909,5.769672727,0.3268,0.226054545,0.422454545,0.6,146.3216364,146.3216364,618.5454545,1436.545455,-0.948763636,7.199418182,6.536945455,0.328672727,0.227618182,0.422572727
36,92.72727273,495,401.3,0.621590909,157.9712727,157.9712727,523.8181818,1450.727273,-0.230390909,4.548572727,7.742009091,0.149645455,0.174472727,0.640618182,0.564772727,143.4090909,143.4090909,523.8181818,1442.363636,-0.366072727,4.456563636,8.471481818,0.149572727,0.174490909,0.641045455
36,87.36363636,421.2,335.1,0.614772727,160.8837273,149.2340909,534.2727273,1442.818182,-0.328481818,4.4261,7.707836364,0.172381818,0.164390909,0.605418182,0.598863636,137.5842727,137.5842727,534,1441.545455,-0.384627273,4.421409091,8.421109091,0.171618182,0.161781818,0.604236364
36,87.27272727,356.8,268.3,0.607954545,149.2340909,149.234,527.0909091,1441.545455,-0.411045455,4.666236364,7.665718182,0.177272727,0.179754545,0.614290909,0.571590909,143.4090909,143.4090909,526.8181818,1445,-0.46,4.712881818,8.440190909,0.177218182,0.1793,0.614527273
37,96.81818182,614,515.8,0.571590909,140.4966364,125.9344545,521.9090909,1432,-0.449672727,6.716145455,6.376327273,0.366890909,0.062390909,0.095390909,0.573863636,125.9344545,125.9344545,521.1818182,1425.545455,-0.400563636,6.766145455,7.145309091,0.367127273,0.062309091,0.095309091
37,91.09090909,445.3,354.4,0.593181818,128.8469091,134.6718182,514.6363636,1423.363636,-0.260672727,6.665409091,6.408863636,0.361072727,0.019845455,0.096418182,0.584090909,131.7593636,131.7593636,514.3636364,1421.545455,-0.267172727,6.733372727,7.055136364,0.3616,0.021436364,0.093063636
37,89.18181818,372.9,282.3,0.575,131.7593636,128.8469091,516.4545455,1426.727273,-0.3868,6.621909091,6.471790909,0.362190909,0.062218182,0.103872727,0.575,128.8469091,128.8469091,516.4545455,1429.636364,-0.374081818,6.624872727,7.258818182,0.361572727,0.062218182,0.103809091
38,65.63636364,298.8,234.2,0.6125,143.4089091,149.2338182,568,1445.818182,-0.427563636,7.949027273,4.822518182,0.477372727,-0.012145455,-0.082518182,0.545454545,134.6718182,134.6718182,567.5454545,1452.727273,-0.739027273,8.248627273,4.613890909,0.479363636,-0.011090909,-0.081881818
38,50.45454545,455,406.3,0.609090909,143.4090909,149.2339091,630.7272727,1451.636364,-0.593627273,7.680209091,5.038745455,0.448154545,-0.019136364,-0.1052,0.582954545,140.4966455,140.4966455,630.7272727,1457.272727,-0.678154545,7.849554545,5.3011,0.446009091,-0.022272727,-0.108545455
38,63.54545455,272.5,211.9,0.622727273,152.1463636,157.9711818,564.8181818,1466,-0.6832,8.204445455,4.075054545,0.5045,-0.016463636,-0.103354545,0.584090909,140.4967273,140.4967273,566.7272727,1464.909091,-0.876272727,8.3146,4.476363636,0.504572727,-0.016545455,-0.103772727
39,123.3636364,503.8,381.5,0.618181818,155.0588182,155.059,502.2727273,1444.818182,0.046790909,2.170163636,8.362409091,0.101936364,0.051927273,0.433409091,0.565909091,146.3216364,146.3216364,499.8181818,1438.181818,-0.111218182,2.377454545,8.9922,0.105872727,0.052772727,0.431372727
39,104.2727273,337.3,236,0.632954545,155.059,163.7960909,504.1818182,1449.181818,-0.2328,2.011136364,8.456363636,0.094318182,0.061154545,0.408854545,0.5875,149.2340909,149.2340909,501.4545455,1447.272727,-0.459609091,2.216472727,8.802409091,0.093954545,0.061427273,0.409254545
39,114.2727273,505.9,391.9,0.643181818,169.6208182,166.7084545,514.4545455,1440.545455,-0.760654545,5.451681818,7.201418182,0.309563636,0.031445455,-0.061354545,0.610227273,163.7960909,163.7960909,513.5454545,1440.727273,-0.742572727,5.486654545,8.058281818,0.309545455,0.030681818,-0.0612
40,112.9090909,362.8,250.3,0.614772727,157.9712727,143.4091818,518.4545455,1451.363636,-0.512409091,5.877827273,6.922581818,0.201781818,-0.271709091,-0.827627273,0.606818182,140.4967273,140.4967273,517,1462.909091,-0.461772727,5.931509091,7.694027273,0.198763636,-0.273609091,-0.828554545
40,114.4545455,253.8,140.4,0.614772727,143.4091818,149.2340909,523.4545455,1470.272727,-0.352345455,5.198627273,7.352072727,0.1926,-0.220854545,-0.783,0.597727273,146.3216364,146.3216364,523.2727273,1467.090909,-0.328363636,5.252845455,8.085663636,0.193545455,-0.221272727,-0.782645455
40,120.8181818,402.4,282.8,0.623863636,149.2340909,143.4091818,504.7272727,1459,-0.504327273,5.610554545,7.208509091,0.194209091,-0.252781818,-0.828709091,0.595454545,137.5842727,137.5842727,504,1455.818182,-0.5277,5.586190909,7.887481818,0.1944,-0.252990909,-0.828572727
41,50.63636364,377.7,327,0.579545455,134.6718182,123.0220091,502.3636364,1454.727273,0.226545455,6.491718182,6.661872727,0.345418182,0.006918182,0.099736364,0.559090909,117.1971182,117.1971182,502,1452.090909,0.214418182,6.510454545,7.0234,0.344827273,0.004390909,0.093618182
41,60.09090909,319.9,257.1,0.567045455,123.0220091,125.9344545,505.6363636,1458.909091,0.082754545,6.375890909,6.893663636,0.355590909,0.031518182,0.093954545,0.531818182,120.1095545,120.1095545,505.3636364,1453.454545,0.137790909,6.433609091,7.417245455,0.357154545,0.032081818,0.097345455
41,63.72727273,282.7,217.6,0.565909091,123.0220091,125.9343727,505.0909091,1440.727273,-0.129081818,7.001572727,6.115063636,0.391890909,-0.034945455,-0.091536364,0.545454545,120.1095636,120.1095636,505.3636364,1441.181818,-0.119418182,7.071309091,6.546127273,0.391672727,-0.034272727,-0.091481818
42,58.54545455,312.5,253.1,0.645454545,146.3212727,169.6207273,529,1439.454545,0.450881818,8.510590909,4.345927273,0.380481818,0.335654545,0.602618182,0.620454545,152.1463636,152.1463636,528.3636364,1439.090909,0.463427273,8.511509091,4.716590909,0.380281818,0.335672727,0.603027273
42,65.63636364,226.7,158.7,0.636363636,169.6207273,160.8833636,530.8181818,1438.727273,0.597890909,8.434863636,4.467572727,0.381681818,0.326509091,0.605663636,0.6,149.2338273,149.2338273,530.1818182,1439.545455,0.586163636,8.397972727,4.836509091,0.381318182,0.326290909,0.605909091
42,68.90909091,185.2,113.5,0.655681818,166.7082727,175.4455455,525.8181818,1454.545455,0.554536364,8.382381818,4.499209091,0.379690909,0.324081818,0.604327273,0.628409091,160.8834545,160.8834545,525.2727273,1464.636364,0.536545455,8.4227,4.886254545,0.3804,0.323954545,0.603881818
43,75.27272727,400.2,323.2,0.660227273,181.2704545,181.2706364,511.2727273,1453.727273,0.100072727,3.703454545,7.846218182,0.176436364,0.101190909,0.506472727,0.639772727,166.7083636,166.7083636,510.4545455,1434.727273,0.075590909,3.681581818,8.686718182,0.176154545,0.100818182,0.506472727
43,72.36363636,239.5,165.7,0.653409091,178.3581818,175.4456364,513.8181818,1432.727273,0.109472727,3.683572727,7.871327273,0.175345455,0.099709091,0.506636364,0.640909091,169.6207273,169.6207273,513.4545455,1442.636364,0.103618182,3.665109091,8.704918182,0.175572727,0.099554545,0.506463636
43,68.45454545,367.5,298,0.648863636,172.5331818,169.6208182,510.7272727,1459.363636,0.098981818,3.810418182,7.806645455,0.181618182,0.105018182,0.510363636,0.613636364,157.9711818,157.9711818,510,1459.909091,0.111536364,3.847681818,8.629754545,0.181054545,0.105,0.509990909
44,51.54545455,362.7,310.2,0.585227273,155.0588182,140.4967273,518.5454545,1435.181818,-1.256263636,8.395836364,4.023263636,0.503163636,0.003736364,-0.123454545,0.559090909,134.6718273,134.6718273,517.8181818,1424.181818,-1.533027273,8.526236364,4.524009091,0.502454545,0.002263636,-0.124754545
44,60,729.3,670,0.613636364,143.4090909,152.1464545,510.8181818,1427.090909,-0.943654545,8.127054545,4.446627273,0.480036364,-0.0033,-0.101218182,0.5875,140.4966364,140.4966364,509,1426.636364,-1.111154545,8.208227273,4.969727273,0.477754545,0.001209091,-0.094954545
44,66.81818182,445,377.3,0.638636364,155.0589091,166.7084545,532.7272727,1414.090909,-0.734609091,8.000027273,4.639836364,0.458572727,-0.002454545,-0.075181818,0.603409091,155.0588182,155.0588182,532.1818182,1411.454545,-0.986463636,8.1019,5.005036364,0.460027273,-0.001736364,-0.074263636
45,102.1818182,206.7,102.6,0.618181818,163.7960909,155.059,509.5454545,1440.909091,0.2078,3.017481818,8.129481818,0.017190909,0.162236364,0.986327273,0.571590909,140.4967273,140.4967273,508.7272727,1444.909091,0.227509091,3.028709091,8.766172727,0.017218182,0.161327273,0.986490909
45,90.81818182,216.7,123.5,0.613636364,155.059,155.059,497.4545455,1446.909091,1.028745455,2.410809091,8.304872727,-0.010872727,-0.144945455,-0.945745455,0.594318182,149.2340909,149.2340909,496.3636364,1450.090909,1.054645455,2.507081818,9.019472727,-0.009127273,-0.142963636,-0.946472727
45,106.6363636,220,112.7,0.614772727,155.059,155.059,491.1818182,1467,0.699581818,2.561345455,7.940427273,0.153536364,-0.031954545,0.067254545,0.55,137.5842727,137.5842727,488.6363636,1468.454545,0.725636364,2.419318182,8.746718182,0.152736364,-0.033009091,0.062818182
46,42,243.3,198,0.564772727,152.1465455,131.7593727,520.4545455,1454.272727,0.392845455,6.200881818,6.497990909,0.340772727,0.071363636,0.2519,0.551136364,128.8469182,128.8469182,520.4545455,1456.636364,0.4277,6.213536364,7.157927273,0.340063636,0.070645455,0.252045455
46,72.90909091,337.7,262.4,0.605681818,131.7593727,152.1465455,503.1818182,1447.909091,0.738563636,5.783936364,6.776572727,0.325818182,0.028418182,0.204727273,0.586363636,149.2340909,149.2340909,502.9090909,1438.363636,0.740554545,5.7976,7.335745455,0.325127273,0.026618182,0.202163636
46,64.81818182,348,278.3,0.6,155.059,143.4091818,509.2727273,1441.545455,0.070381818,5.418690909,7.024872727,0.301181818,0.048963636,0.168963636,0.580681818,134.6718182,134.6718182,509,1442.272727,0.0869,5.450545455,7.520472727,0.299981818,0.049509091,0.168863636
30,112.1818182,266.8,157.7,0.634090909,146.3216364,160.8837273,522.2727273,1448.636364,-0.425563636,7.447890909,5.446854545,0.424536364,0.043709091,0.049172727,0.617045455,157.9712727,157.9712727,521.8181818,1452.636364,-0.410390909,7.584772727,6.458081818,0.423063636,0.044509091,0.049836364
30,105.9090909,246.5,140.9,0.640909091,160.8837273,157.9713636,523.0909091,1461.181818,-0.406681818,7.467081818,5.583554545,0.4242,0.055590909,0.064681818,0.604545455,155.059,155.059,522.6363636,1456.454545,-0.338827273,7.556818182,6.320327273,0.424681818,0.056372727,0.0639
30,107.6363636,265.9,160.1,0.639772727,157.9713636,160.8837273,517.4545455,1452.363636,-0.408472727,7.441290909,5.602954545,0.419636364,0.052718182,0.055809091,0.621590909,155.0588182,155.0588182,517.0909091,1454.727273,-0.419290909,7.522427273,6.534536364,0.419990909,0.052336364,0.056145455
31,67.27272727,331.1,262.1,0.627272727,160.8837273,157.9713636,529.8181818,1455,-0.928518182,5.226009091,7.233636364,-0.008290909,0.297945455,0.939454545,0.521590909,128.8469091,128.8469091,534.4545455,1455.818182,-0.920263636,5.239718182,8.229418182,-0.008890909,0.298618182,0.939227273
31,55,275.8,221.1,0.636363636,157.9713636,163.7960909,517.2727273,1454.181818,-0.915654545,5.210518182,7.194590909,-0.001436364,0.295845455,0.939154545,0.543181818,143.4091818,143.4091818,527.8181818,1464.727273,-0.886109091,5.288754545,7.968490909,-0.0023,0.295790909,0.939609091
31,61.81818182,386.5,322.6,0.619318182,163.7960909,149.2340909,526.0909091,1458.181818,-0.907145455,5.272263636,7.1877,-0.006818182,0.302709091,0.936636364,0.545454545,128.8469091,128.8469091,528.7272727,1455.545455,-0.892063636,5.2876,8.128545455,-0.007263636,0.302654545,0.936763636
32,86.63636364,277.3,192.1,0.589772727,140.4967273,131.7593636,500.3636364,1452.636364,-0.113609091,6.026618182,6.830045455,0.222063636,-0.263454545,-0.750709091,0.576136364,128.8469091,128.8469091,500.1818182,1452.636364,-0.101427273,6.021927273,7.521681818,0.221018182,-0.263454545,-0.751436364
32,82.54545455,811.8,726.8,0.573863636,128.8469091,123.022,500.8181818,1442.818182,-0.101627273,6.148581818,6.727336364,0.222536364,-0.268609091,-0.751263636,0.565909091,123.022,123.022,500.6363636,1437.636364,-0.111545455,6.135727273,7.471136364,0.223236364,-0.268618182,-0.750136364
32,89.36363636,416.8,325.2,0.577272727,125.9344545,131.7593636,496.1818182,1441,-0.465590909,6.276927273,6.545918182,0.239745455,-0.265545455,-0.754654545,0.577272727,131.7593636,131.7593636,496.1818182,1441.818182,-0.465036364,6.336245455,7.350954545,0.238836364,-0.267045455,-0.754990909
33,87.90909091,328.7,241.1,0.588636364,131.7593636,134.6718182,482.7272727,1439.090909,-0.798709091,4.141281818,7.854854545,0.128845455,0.187318182,0.687027273,0.582954545,134.6718182,134.6718182,482.7272727,1441,-0.8044,4.179536364,8.626554545,0.128436364,0.187127273,0.686690909
33,89.54545455,323.6,232.6,0.592045455,134.6718182,140.4967273,487.2727273,1443.272727,-0.754990909,4.194163636,7.786245455,0.129081818,0.187427273,0.692581818,0.592045455,140.4967273,140.4967273,487.2727273,1444.636364,-0.736609091,4.202963636,8.705254545,0.129518182,0.188227273,0.693845455
33,88.54545455,340.4,253,0.606818182,146.3216364,146.3216364,476.3636364,1453.818182,-0.487318182,3.891518182,7.970618182,0.150790909,0.145781818,0.587209091,0.598863636,146.3216364,146.3216364,476.1818182,1451.818182,-0.443218182,3.919027273,8.873090909,0.150081818,0.146536364,0.587663636
34,77.54545455,452.8,374.3,0.567045455,140.4967273,123.0220091,529.7272727,1455.363636,-0.090572727,7.841909091,5.229145455,0.450454545,0.006645455,0.001763636,0.567045455,123.0220091,123.0220091,529.7272727,1460.181818,-0.0494,7.867081818,5.720690909,0.450954545,0.006245455,0.0019
34,66,346.3,280.5,0.555681818,120.1095545,123.022,518.9090909,1456.181818,0.029727273,8.323963636,4.577527273,0.487336364,-0.000118182,-0.001763636,0.551136364,123.022,123.022,518.8181818,1451.363636,0.069381818,8.333236364,5.044763636,0.488354545,-0.0023,-0.003254545
34,67.27272727,520.2,452,0.553409091,123.022,120.1095545,531.6363636,1483.090909,-0.130363636,8.223554545,4.723645455,0.482409091,0.010918182,0.007336364,0.553409091,120.1095545,120.1095545,531.6363636,1484.272727,-0.086736364,8.23,5.232854545,0.482627273,0.010554545,0.006918182
35,81.27272727,357.9,276,0.628409091,137.5841,163.7960909,562.2727273,1449.727273,-1.037027273,7.204954545,5.747581818,0.330736364,0.240781818,0.423954545,0.561363636,146.3215455,146.3215455,561.5454545,1448.727273,-1.2036,7.131963636,6.338772727,0.330309091,0.229418182,0.419545455
35,80.81818182,424.5,342.3,0.644318182,160.8837273,163.7960909,556.0909091,1447.363636,-1.1507,5.614163636,6.856109091,0.241545455,0.185,0.4231,0.595454545,152.1464545,152.1464545,555,1446.363636,-1.299354545,5.592809091,7.761863636,0.243054545,0.184645455,0.422563636
35,79.18181818,768.1,688.5,0.630681818,163.7960909,163.7960909,618.7272727,1431.818182,-0.976790909,7.154490909,5.769672727,0.3268,0.226054545,0.422454545,0.6,146.3216364,146.3216364,618.5454545,1436.545455,-0.948763636,7.199418182,6.536945455,0.328672727,0.227618182,0.422572727
36,92.72727273,495,401.3,0.621590909,157.9712727,157.9712727,523.8181818,1450.727273,-0.230390909,4.548572727,7.742009091,0.149645455,0.174472727,0.640618182,0.564772727,143.4090909,143.4090909,523.8181818,1442.363636,-0.366072727,4.456563636,8.471481818,0.149572727,0.174490909,0.641045455
36,87.36363636,421.2,335.1,0.614772727,160.8837273,149.2340909,534.2727273,1442.818182,-0.328481818,4.4261,7.707836364,0.172381818,0.164390909,0.605418182,0.598863636,137.5842727,137.5842727,534,1441.545455,-0.384627273,4.421409091,8.421109091,0.171618182,0.161781818,0.604236364
36,87.27272727,356.8,268.3,0.607954545,149.2340909,149.234,527.0909091,1441.545455,-0.411045455,4.666236364,7.665718182,0.177272727,0.179754545,0.614290909,0.571590909,143.4090909,143.4090909,526.8181818,1445,-0.46,4.712881818,8.440190909,0.177218182,0.1793,0.614527273
37,96.81818182,614,515.8,0.571590909,140.4966364,125.9344545,521.9090909,1432,-0.449672727,6.716145455,6.376327273,0.366890909,0.062390909,0.095390909,0.573863636,125.9344545,125.9344545,521.1818182,1425.545455,-0.400563636,6.766145455,7.145309091,0.367127273,0.062309091,0.095309091
37,91.09090909,445.3,354.4,0.593181818,128.8469091,134.6718182,514.6363636,1423.363636,-0.260672727,6.665409091,6.408863636,0.361072727,0.019845455,0.096418182,0.584090909,131.7593636,131.7593636,514.3636364,1421.545455,-0.267172727,6.733372727,7.055136364,0.3616,0.021436364,0.093063636
37,89.18181818,372.9,282.3,0.575,131.7593636,128.8469091,516.4545455,1426.727273,-0.3868,6.621909091,6.471790909,0.362190909,0.062218182,0.103872727,0.575,128.8469091,128.8469091,516.4545455,1429.636364,-0.374081818,6.624872727,7.258818182,0.361572727,0.062218182,0.103809091
38,65.63636364,298.8,234.2,0.6125,143.4089091,149.2338182,568,1445.818182,-0.427563636,7.949027273,4.822518182,0.477372727,-0.012145455,-0.082518182,0.545454545,134.6718182,134.6718182,567.5454545,1452.727273,-0.739027273,8.248627273,4.613890909,0.479363636,-0.011090909,-0.081881818
38,50.45454545,455,406.3,0.609090909,143.4090909,149.2339091,630.7272727,1451.636364,-0.593627273,7.680209091,5.038745455,0.448154545,-0.019136364,-0.1052,0.582954545,140.4966455,140.4966455,630.7272727,1457.272727,-0.678154545,7.849554545,5.3011,0.446009091,-0.022272727,-0.108545455
38,63.54545455,272.5,211.9,0.622727273,152.1463636,157.9711818,564.8181818,1466,-0.6832,8.204445455,4.075054545,0.5045,-0.016463636,-0.103354545,0.584090909,140.4967273,140.4967273,566.7272727,1464.909091,-0.876272727,8.3146,4.476363636,0.504572727,-0.016545455,-0.103772727
39,123.3636364,503.8,381.5,0.618181818,155.0588182,155.059,502.2727273,1444.818182,0.046790909,2.170163636,8.362409091,0.101936364,0.051927273,0.433409091,0.565909091,146.3216364,146.3216364,499.8181818,1438.181818,-0.111218182,2.377454545,8.9922,0.105872727,0.052772727,0.431372727
39,104.2727273,337.3,236,0.632954545,155.059,163.7960909,504.1818182,1449.181818,-0.2328,2.011136364,8.456363636,0.094318182,0.061154545,0.408854545,0.5875,149.2340909,149.2340909,501.4545455,1447.272727,-0.459609091,2.216472727,8.802409091,0.093954545,0.061427273,0.409254545
39,114.2727273,505.9,391.9,0.643181818,169.6208182,166.7084545,514.4545455,1440.545455,-0.760654545,5.451681818,7.201418182,0.309563636,0.031445455,-0.061354545,0.610227273,163.7960909,163.7960909,513.5454545,1440.727273,-0.742572727,5.486654545,8.058281818,0.309545455,0.030681818,-0.0612
40,112.9090909,362.8,250.3,0.614772727,157.9712727,143.4091818,518.4545455,1451.363636,-0.512409091,5.877827273,6.922581818,0.201781818,-0.271709091,-0.827627273,0.606818182,140.4967273,140.4967273,517,1462.909091,-0.461772727,5.931509091,7.694027273,0.198763636,-0.273609091,-0.828554545
40,114.4545455,253.8,140.4,0.614772727,143.4091818,149.2340909,523.4545455,1470.272727,-0.352345455,5.198627273,7.352072727,0.1926,-0.220854545,-0.783,0.597727273,146.3216364,146.3216364,523.2727273,1467.090909,-0.328363636,5.252845455,8.085663636,0.193545455,-0.221272727,-0.782645455
40,120.8181818,402.4,282.8,0.623863636,149.2340909,143.4091818,504.7272727,1459,-0.504327273,5.610554545,7.208509091,0.194209091,-0.252781818,-0.828709091,0.595454545,137.5842727,137.5842727,504,1455.818182,-0.5277,5.586190909,7.887481818,0.1944,-0.252990909,-0.828572727
41,50.63636364,377.7,327,0.579545455,134.6718182,123.0220091,502.3636364,1454.727273,0.226545455,6.491718182,6.661872727,0.345418182,0.006918182,0.099736364,0.559090909,117.1971182,117.1971182,502,1452.090909,0.214418182,6.510454545,7.0234,0.344827273,0.004390909,0.093618182
41,60.09090909,319.9,257.1,0.567045455,123.0220091,125.9344545,505.6363636,1458.909091,0.082754545,6.375890909,6.893663636,0.355590909,0.031518182,0.093954545,0.531818182,120.1095545,120.1095545,505.3636364,1453.454545,0.137790909,6.433609091,7.417245455,0.357154545,0.032081818,0.097345455
41,63.72727273,282.7,217.6,0.565909091,123.0220091,125.9343727,505.0909091,1440.727273,-0.129081818,7.001572727,6.115063636,0.391890909,-0.034945455,-0.091536364,0.545454545,120.1095636,120.1095636,505.3636364,1441.181818,-0.119418182,7.071309091,6.546127273,0.391672727,-0.034272727,-0.091481818
42,58.54545455,312.5,253.1,0.645454545,146.3212727,169.6207273,529,1439.454545,0.450881818,8.510590909,4.345927273,0.380481818,0.335654545,0.602618182,0.620454545,152.1463636,152.1463636,528.3636364,1439.090909,0.463427273,8.511509091,4.716590909,0.380281818,0.335672727,0.603027273
42,65.63636364,226.7,158.7,0.636363636,169.6207273,160.8833636,530.8181818,1438.727273,0.597890909,8.434863636,4.467572727,0.381681818,0.326509091,0.605663636,0.6,149.2338273,149.2338273,530.1818182,1439.545455,0.586163636,8.397972727,4.836509091,0.381318182,0.326290909,0.605909091
42,68.90909091,185.2,113.5,0.655681818,166.7082727,175.4455455,525.8181818,1454.545455,0.554536364,8.382381818,4.499209091,0.379690909,0.324081818,0.604327273,0.628409091,160.8834545,160.8834545,525.2727273,1464.636364,0.536545455,8.4227,4.886254545,0.3804,0.323954545,0.603881818
43,75.27272727,400.2,323.2,0.660227273,181.2704545,181.2706364,511.2727273,1453.727273,0.100072727,3.703454545,7.846218182,0.176436364,0.101190909,0.506472727,0.639772727,166.7083636,166.7083636,510.4545455,1434.727273,0.075590909,3.681581818,8.686718182,0.176154545,0.100818182,0.506472727
43,72.36363636,239.5,165.7,0.653409091,178.3581818,175.4456364,513.8181818,1432.727273,0.109472727,3.683572727,7.871327273,0.175345455,0.099709091,0.506636364,0.640909091,169.6207273,169.6207273,513.4545455,1442.636364,0.103618182,3.665109091,8.704918182,0.175572727,0.099554545,0.506463636
43,68.45454545,367.5,298,0.648863636,172.5331818,169.6208182,510.7272727,1459.363636,0.098981818,3.810418182,7.806645455,0.181618182,0.105018182,0.510363636,0.613636364,157.9711818,157.9711818,510,1459.909091,0.111536364,3.847681818,8.629754545,0.181054545,0.105,0.509990909
44,51.54545455,362.7,310.2,0.585227273,155.0588182,140.4967273,518.5454545,1435.181818,-1.256263636,8.395836364,4.023263636,0.503163636,0.003736364,-0.123454545,0.559090909,134.6718273,134.6718273,517.8181818,1424.181818,-1.533027273,8.526236364,4.524009091,0.502454545,0.002263636,-0.124754545
44,60,729.3,670,0.613636364,143.4090909,152.1464545,510.8181818,1427.090909,-0.943654545,8.127054545,4.446627273,0.480036364,-0.0033,-0.101218182,0.5875,140.4966364,140.4966364,509,1426.636364,-1.111154545,8.208227273,4.969727273,0.477754545,0.001209091,-0.094954545
44,66.81818182,445,377.3,0.638636364,155.0589091,166.7084545,532.7272727,1414.090909,-0.734609091,8.000027273,4.639836364,0.458572727,-0.002454545,-0.075181818,0.603409091,155.0588182,155.0588182,532.1818182,1411.454545,-0.986463636,8.1019,5.005036364,0.460027273,-0.001736364,-0.074263636
